scenario,params_qos,params_clients,params_message_size,duration,step_name,request_count,ok,failed,received,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min,data_transfer_mean,data_transfer_max,data_transfer_all,start_date_time,test_build_time,test_init_start_time,test_init_end_time,test_clean_start_time,test_clean_end_time
benchmark-qos2-activemq-host-4cl,2,4,16,00:00:30,publish,185713,185713,0,185713,6190.4,0.29,0.63,10.9,0.48,0.68,1.28,1.59,0.35,16,16,16,2971408,2024-03-12T23:38:21,2024-03-12T23:38:21,2024-03-12T23:38:21,2024-03-12T23:38:26,2024-03-12T23:39:01,2024-03-12T23:39:22
benchmark-qos2-aedes-host-4cl,2,4,16,00:00:30,publish,53214,53214,0,53214,1773.8,0.49,2.21,11.95,2.37,3.04,3.56,3.8,1.02,16,16,16,851424,2024-03-12T23:39:22,2024-03-12T23:39:22,2024-03-12T23:39:22,2024-03-12T23:39:27,2024-03-12T23:40:02,2024-03-12T23:40:23
benchmark-qos2-emqx-host-4cl,2,4,16,00:00:30,publish,175361,175361,0,175361,5845.4,0.36,0.67,6.46,0.62,0.69,0.88,1.92,0.25,16,16,16,2805776,2024-03-12T23:40:23,2024-03-12T23:40:23,2024-03-12T23:40:23,2024-03-12T23:40:28,2024-03-12T23:41:03,2024-03-12T23:41:25
benchmark-qos2-mosquitto-host-4cl,2,4,16,00:00:30,publish,79376,79376,0,79376,2645.9,0.27,1.48,10.98,1.85,2.01,2.28,2.52,0.74,16,16,16,1270016,2024-03-12T23:41:25,2024-03-12T23:41:25,2024-03-12T23:41:25,2024-03-12T23:41:30,2024-03-12T23:42:05,2024-03-12T23:42:26
benchmark-qos2-activemq-host-8cl,2,8,16,00:00:30,publish,407202,407202,0,407202,13573.4,0.29,0.57,10.75,0.48,0.54,1.07,2.42,0.35,16,16,16,6515232,2024-03-12T23:42:26,2024-03-12T23:42:26,2024-03-12T23:42:26,2024-03-12T23:42:31,2024-03-12T23:43:06,2024-03-12T23:43:27
benchmark-qos2-aedes-host-8cl,2,8,16,00:00:30,publish,62216,62216,0,62216,2073.9,0.52,3.79,11.58,4.02,4.97,5.94,6.38,1.54,16,16,16,995456,2024-03-12T23:43:27,2024-03-12T23:43:27,2024-03-12T23:43:27,2024-03-12T23:43:32,2024-03-12T23:44:08,2024-03-12T23:44:29
benchmark-qos2-emqx-host-8cl,2,8,16,00:00:30,publish,351436,351436,0,42433,11714.5,0.35,0.66,11.06,0.59,0.66,0.96,2.58,0.37,16,16,16,5622976,2024-03-12T23:44:29,2024-03-12T23:44:29,2024-03-12T23:44:29,2024-03-12T23:44:34,2024-03-12T23:45:09,2024-03-12T23:45:30
benchmark-qos2-mosquitto-host-8cl,2,8,16,00:00:30,publish,128830,128830,0,128830,4294.3,0.27,1.82,11.67,1.51,3.05,4.01,4.39,1.31,16,16,16,2061280,2024-03-12T23:45:30,2024-03-12T23:45:30,2024-03-12T23:45:30,2024-03-12T23:45:35,2024-03-12T23:46:10,2024-03-12T23:46:31
benchmark-qos2-activemq-host-16cl,2,16,16,00:00:30,publish,692732,692732,0,692732,23091.1,0.3,0.66,13.9,0.51,0.6,1.22,3.98,0.62,16,16,16,11083712,2024-03-12T23:46:32,2024-03-12T23:46:32,2024-03-12T23:46:32,2024-03-12T23:46:37,2024-03-12T23:47:12,2024-03-12T23:47:33
benchmark-qos2-aedes-host-16cl,2,16,16,00:00:30,publish,84197,84197,0,84197,2806.6,0.55,5.6,13.66,5.96,7.22,8.71,9.54,2.12,16,16,16,1347152,2024-03-12T23:47:33,2024-03-12T23:47:33,2024-03-12T23:47:33,2024-03-12T23:47:38,2024-03-12T23:48:13,2024-03-12T23:48:34
benchmark-qos2-emqx-host-16cl,2,16,16,00:00:30,publish,587257,587257,0,22631,19575.2,0.33,0.79,24.56,0.67,0.75,1.15,3.8,0.64,16,16,16,9396112,2024-03-12T23:48:34,2024-03-12T23:48:34,2024-03-12T23:48:34,2024-03-12T23:48:39,2024-03-12T23:49:14,2024-03-12T23:49:35
benchmark-qos2-mosquitto-host-16cl,2,16,16,00:00:30,publish,349656,349656,0,349157,11655.2,0.26,1.34,12.9,1.32,1.72,2.81,5.94,1,16,16,16,5594496,2024-03-12T23:49:36,2024-03-12T23:49:36,2024-03-12T23:49:36,2024-03-12T23:49:41,2024-03-12T23:50:16,2024-03-12T23:50:37
benchmark-qos2-activemq-host-32cl,2,32,16,00:00:30,publish,762639,762639,0,762639,25421.3,0.27,1.22,65.2,0.59,0.84,4.89,11.62,2.22,16,16,16,12202224,2024-03-12T23:50:37,2024-03-12T23:50:37,2024-03-12T23:50:37,2024-03-12T23:50:42,2024-03-12T23:51:17,2024-03-12T23:51:38
benchmark-qos2-aedes-host-32cl,2,32,16,00:00:30,publish,111279,111279,0,111279,3709.3,0.56,8.49,36.38,7.56,10.23,14.42,15.82,2.9,16,16,16,1780464,2024-03-12T23:51:38,2024-03-12T23:51:38,2024-03-12T23:51:38,2024-03-12T23:51:44,2024-03-12T23:52:19,2024-03-12T23:52:40
benchmark-qos2-emqx-host-32cl,2,32,16,00:00:30,publish,752714,752714,0,11373,25090.5,0.36,1.24,20.81,1,1.16,2.83,6.3,1.03,16,16,16,12043424,2024-03-12T23:52:40,2024-03-12T23:52:40,2024-03-12T23:52:40,2024-03-12T23:52:45,2024-03-12T23:53:20,2024-03-12T23:53:41
benchmark-qos2-mosquitto-host-32cl,2,32,16,00:00:30,publish,466857,466857,0,329055,15561.9,0.28,2.01,15.49,1.98,2.54,4.6,6.99,1.38,16,16,16,7469712,2024-03-12T23:53:41,2024-03-12T23:53:41,2024-03-12T23:53:41,2024-03-12T23:53:46,2024-03-12T23:54:21,2024-03-12T23:54:42
benchmark-qos2-activemq-host-64cl,2,64,16,00:00:30,publish,752086,752086,0,750748,25069.5,0.29,2.49,221.82,0.81,1.9,10.46,20.94,5,16,16,16,12033376,2024-03-12T23:54:43,2024-03-12T23:54:43,2024-03-12T23:54:43,2024-03-12T23:54:48,2024-03-12T23:55:23,2024-03-12T23:55:44
benchmark-qos2-aedes-host-64cl,2,64,16,00:00:30,publish,109933,109933,0,109933,3664.4,0.72,17.2,35.06,17.65,18.14,19.33,24.1,2.44,16,16,16,1758928,2024-03-12T23:55:44,2024-03-12T23:55:44,2024-03-12T23:55:44,2024-03-12T23:55:49,2024-03-12T23:56:24,2024-03-12T23:56:45
benchmark-qos2-emqx-host-64cl,2,64,16,00:00:30,publish,765988,765988,0,9536,25532.9,0.37,2.45,32.29,1.98,2.4,6.68,9.74,1.77,16,16,16,12255808,2024-03-12T23:56:46,2024-03-12T23:56:46,2024-03-12T23:56:46,2024-03-12T23:56:51,2024-03-12T23:57:26,2024-03-12T23:57:47
benchmark-qos2-mosquitto-host-64cl,2,64,16,00:00:30,publish,733348,733348,0,189235,24444.9,0.3,2.56,20.46,2.39,2.89,7.22,10.31,2.01,16,16,16,11733568,2024-03-12T23:57:47,2024-03-12T23:57:47,2024-03-12T23:57:47,2024-03-12T23:57:52,2024-03-12T23:58:27,2024-03-12T23:58:48
benchmark-qos2-activemq-host-128cl,2,128,16,00:00:30,publish,759187,759187,0,756709,25306.2,0.3,4.95,222.95,1.58,6.19,18.78,31.74,8.08,16,16,16,12146992,2024-03-12T23:58:48,2024-03-12T23:58:48,2024-03-12T23:58:48,2024-03-12T23:58:54,2024-03-12T23:59:29,2024-03-12T23:59:50
benchmark-qos2-aedes-host-128cl,2,128,16,00:00:30,publish,112723,112723,0,112723,3757.4,0.64,33.56,58.16,34.43,35.33,36.99,42.46,4.09,16,16,16,1803568,2024-03-12T23:59:50,2024-03-12T23:59:50,2024-03-12T23:59:50,2024-03-12T23:59:55,2024-03-13T00:00:30,2024-03-13T00:00:51
benchmark-qos2-emqx-host-128cl,2,128,16,00:00:30,publish,762056,762056,0,8256,25401.9,0.41,4.95,34.8,3.86,5.14,12.08,15.69,3.19,16,16,16,12192896,2024-03-13T00:00:51,2024-03-13T00:00:51,2024-03-13T00:00:51,2024-03-13T00:00:57,2024-03-13T00:01:32,2024-03-13T00:01:53
benchmark-qos2-mosquitto-host-128cl,2,128,16,00:00:30,publish,880920,880920,0,86907,29364,0.35,4.26,36.06,2.99,4.48,12.71,16.69,3.84,16,16,16,14094720,2024-03-13T00:01:53,2024-03-13T00:01:53,2024-03-13T00:01:53,2024-03-13T00:01:58,2024-03-13T00:02:33,2024-03-13T00:02:54
benchmark-qos2-activemq-host-256cl,2,256,16,00:00:30,publish,769430,769430,0,769430,25647.7,0.29,9.8,1280.08,2.71,16.35,31.57,63.01,18.86,16,16,16,12310880,2024-03-13T00:02:55,2024-03-13T00:02:55,2024-03-13T00:02:55,2024-03-13T00:03:00,2024-03-13T00:03:35,2024-03-13T00:03:56
benchmark-qos2-aedes-host-256cl,2,256,16,00:00:30,publish,113029,113029,0,113029,3767.6,0.62,67.08,143.68,68.99,71.17,77.82,85.44,9.01,16,16,16,1808464,2024-03-13T00:03:56,2024-03-13T00:03:56,2024-03-13T00:03:56,2024-03-13T00:04:01,2024-03-13T00:04:37,2024-03-13T00:04:58
benchmark-qos2-emqx-host-256cl,2,256,16,00:00:30,publish,702092,702092,0,8660,23403.1,0.45,10.77,50.4,8.04,16.3,23.01,27.46,6.47,16,16,16,11233472,2024-03-13T00:04:58,2024-03-13T00:04:58,2024-03-13T00:04:58,2024-03-13T00:05:03,2024-03-13T00:05:38,2024-03-13T00:05:59
benchmark-qos2-mosquitto-host-256cl,2,256,16,00:00:30,publish,736928,736928,0,44443,24564.3,0.49,10.25,58.34,6.39,16.45,24.59,30.91,7.66,16,16,16,11790848,2024-03-13T00:06:00,2024-03-13T00:06:00,2024-03-13T00:06:00,2024-03-13T00:06:05,2024-03-13T00:06:40,2024-03-13T00:07:01
